,ISBN,book_id,Publication Year,Author,Title,AvgRating,Image-URL,Image-URL-S
5073,0375708278,5074,2012,"Sui Ishida, 石田 スイ","Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)",4.43,https://images.gr-assets.com/books/1498748457m/18667307.jpg,https://images.gr-assets.com/books/1498748457s/18667307.jpg
5074,3442541034,5075,2003,Cressida Cowell,"How to Train Your Dragon (How to Train Your Dragon, #1)",3.85,https://images.gr-assets.com/books/1431930187m/352262.jpg,https://images.gr-assets.com/books/1431930187s/352262.jpg
5075,0340581239,5076,1999,David Foster Wallace,Brief Interviews with Hideous Men,3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5076,0425187063,5077,1992,Mary Higgins Clark,All Around the Town,3.94,https://images.gr-assets.com/books/1355139896m/170619.jpg,https://images.gr-assets.com/books/1355139896s/170619.jpg
5077,2264032200,5078,2009,Lauren Conrad,"L.A. Candy (L.A. Candy, #1)",3.36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5078,2070407675,5079,2009,Kiera Cass,The Siren,3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5079,2253171395,5080,1999,Greg Iles,The Quiet Game,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5080,2070408507,5081,1996,Joseph J. Ellis,American Sphinx: The Character of Thomas Jefferson,3.9,https://images.gr-assets.com/books/1403187214m/22680.jpg,https://images.gr-assets.com/books/1403187214s/22680.jpg
5081,2253054747,5082,2008,"Jo Nesbø, Don Bartlett",Headhunters,3.78,https://images.gr-assets.com/books/1320551831m/11777020.jpg,https://images.gr-assets.com/books/1320551831s/11777020.jpg
5082,0002258579,5083,2006,Daniel Silva,"The Messenger (Gabriel Allon, #6)",4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5083,0446361305,5084,1949,Paul Bowles,The Sheltering Sky,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5084,3775713328,5085,2015,Patrick Ness,The Rest of Us Just Live Here,3.76,https://images.gr-assets.com/books/1429800081m/22910900.jpg,https://images.gr-assets.com/books/1429800081s/22910900.jpg
5085,0451524063,5086,2008,Alison Weir,The Lady Elizabeth,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5086,0451411285,5087,2013,Lily Koppel,The Astronaut Wives Club,3.26,https://images.gr-assets.com/books/1352436564m/16131193.jpg,https://images.gr-assets.com/books/1352436564s/16131193.jpg
5087,0743246349,5088,1908,"G.K. Chesterton, Jonathan Lethem",The Man Who Was Thursday: A Nightmare,3.85,https://images.gr-assets.com/books/1403181403m/184419.jpg,https://images.gr-assets.com/books/1403181403s/184419.jpg
5088,031286504X,5089,1948,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",Cheaper by the Dozen,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5089,1928556396,5090,2008,"Douglas Preston, Mario Spezi",The Monster of Florence,3.72,https://images.gr-assets.com/books/1306075698m/2198274.jpg,https://images.gr-assets.com/books/1306075698s/2198274.jpg
5090,0517676044,5091,2006,Daniel Woodrell,Winter's Bone,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5091,1562054376,5092,2004,Laurell K. Hamilton,"Seduced by Moonlight (Merry Gentry, #3)",4.05,https://images.gr-assets.com/books/1500145890m/30243.jpg,https://images.gr-assets.com/books/1500145890s/30243.jpg
5092,0735700737,5093,2007,Bernard Cornwell,"Sword Song (The Saxon Stories, #4)",4.28,https://images.gr-assets.com/books/1407111536m/1297150.jpg,https://images.gr-assets.com/books/1407111536s/1297150.jpg
5093,0028604032,5094,2007,Jessica Seinfeld,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,3.39,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5094,1573220256,5095,1997,Anita Shreve,The Weight of Water,3.62,https://images.gr-assets.com/books/1327936566m/228534.jpg,https://images.gr-assets.com/books/1327936566s/228534.jpg
5095,034547063X,5096,2013,Katie Ashley,"Music of the Heart (Runaway Train, #1)",4.0,https://images.gr-assets.com/books/1458915186m/16062210.jpg,https://images.gr-assets.com/books/1458915186s/16062210.jpg
5096,0425181480,5097,2000,Maeve Binchy,Scarlet Feather,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5097,0405054610,5098,2012,Aleatha Romig,"Truth (Consequences, #2)",4.38,https://images.gr-assets.com/books/1398768721m/16070018.jpg,https://images.gr-assets.com/books/1398768721s/16070018.jpg
5098,0312280769,5099,2001,"Terry Pratchett, Paul Kidby","The Last Hero (Discworld, #27; Rincewind #7)",4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5099,1585673390,5100,1966,Isaac Asimov,Fantastic Voyage,3.89,https://images.gr-assets.com/books/1320425345m/83539.jpg,https://images.gr-assets.com/books/1320425345s/83539.jpg
5100,0886778964,5101,1998,Philip Gourevitch,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5101,3596154766,5102,2011,Jonathan Cahn,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,3.93,https://images.gr-assets.com/books/1345009097m/12611073.jpg,https://images.gr-assets.com/books/1345009097s/12611073.jpg
5102,8484509850,5103,2013,Daniel Silva,"The English Girl (Gabriel Allon, #13)",4.08,https://images.gr-assets.com/books/1371747020m/16248078.jpg,https://images.gr-assets.com/books/1371747020s/16248078.jpg
5103,8495407809,5104,2010,Susan Vreeland,Clara and Mr. Tiffany,3.71,https://images.gr-assets.com/books/1320562282m/8296140.jpg,https://images.gr-assets.com/books/1320562282s/8296140.jpg
5104,8807813939,5105,2014,Jennifer E. Smith,The Geography of You and Me,3.68,https://images.gr-assets.com/books/1376408056m/18295852.jpg,https://images.gr-assets.com/books/1376408056s/18295852.jpg
5105,8495501112,5106,2010,L.A. Weatherly,"Angel (Angel, #1)",3.89,https://images.gr-assets.com/books/1326626626m/7991200.jpg,https://images.gr-assets.com/books/1326626626s/7991200.jpg
5106,1561631469,5107,2012,Brandon Mull,"Seeds of Rebellion (Beyonders, #2)",4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5107,1841950149,5108,1999,Adeline Yen Mah,Chinese Cinderella: The True Story of an Unwanted Daughter,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5108,1852428112,5109,2001,John Sandford,"Chosen Prey (Lucas Davenport, #12)",4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5109,1418447293,5110,2010,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",Raymond E. Feist's Magician Master,4.43,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5110,0451457811,5111,2016,Vi Keeland,Bossman,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5111,0553342495,5112,2008,J.R. Ward,The Black Dagger Brotherhood: An Insider's Guide,4.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5112,8437602262,5113,2009,"Joe Hill, Gabriel Rodríguez","Locke & Key, Vol. 2: Head Games",4.36,https://images.gr-assets.com/books/1351338040m/6120349.jpg,https://images.gr-assets.com/books/1351338040s/6120349.jpg
5113,8478082395,5114,1984,"Beverly Cleary, Alan Tiegreen","Ramona and Her Father (Ramona, #4)",4.02,https://images.gr-assets.com/books/1408925643m/91247.jpg,https://images.gr-assets.com/books/1408925643s/91247.jpg
5114,8440461194,5115,1922,Agatha Christie,The Secret Adversary (Tommy and Tuppence #1),3.82,https://images.gr-assets.com/books/1331721280m/49596.jpg,https://images.gr-assets.com/books/1331721280s/49596.jpg
5115,0374525641,5116,1963,"Julio Cortázar, Gregory Rabassa",Hopscotch,4.25,https://images.gr-assets.com/books/1367728486m/53413.jpg,https://images.gr-assets.com/books/1367728486s/53413.jpg
5116,0571167926,5117,2011,Karin Slaughter,"Fallen (Will Trent, #5)",4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5117,059043344X,5118,2016,Marissa Meyer,"Stars Above (The Lunar Chronicles, #4.5)",4.27,https://images.gr-assets.com/books/1472473049m/25689074.jpg,https://images.gr-assets.com/books/1472473049s/25689074.jpg
5118,0140043136,5119,2007,Eric Clapton,Clapton: The Autobiography,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5119,0874775132,5120,1999,Naomi Klein,No Logo,3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5120,0738846503,5121,2003,Harlan Coben,No Second Chance,4.05,https://images.gr-assets.com/books/1309281936m/43927.jpg,https://images.gr-assets.com/books/1309281936s/43927.jpg
5121,1552633217,5122,1973,Hunter S. Thompson,Fear and Loathing on the Campaign Trail '72,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5122,0375701311,5123,1971,P.D. James,Shroud for a Nightingale (Adam Dalgliesh #4),4.04,https://images.gr-assets.com/books/1321172495m/764434.jpg,https://images.gr-assets.com/books/1321172495s/764434.jpg
5123,0340265450,5124,2015,Sarah Addison Allen,"First Frost (Waverley Family, #2)",3.95,https://images.gr-assets.com/books/1410962794m/21853633.jpg,https://images.gr-assets.com/books/1410962794s/21853633.jpg
5124,0441004954,5125,2002,Ted Chiang,Stories of Your Life and Others,4.27,https://images.gr-assets.com/books/1356138316m/223380.jpg,https://images.gr-assets.com/books/1356138316s/223380.jpg
5125,0312244266,5126,2006,Mario Vargas Llosa,Travesuras de la niña mala,4.04,https://images.gr-assets.com/books/1405421130m/53926.jpg,https://images.gr-assets.com/books/1405421130s/53926.jpg
5126,0786889098,5127,2010,Heidi W. Durrow,The Girl Who Fell from the Sky,3.6,https://images.gr-assets.com/books/1285276805m/6449290.jpg,https://images.gr-assets.com/books/1285276805s/6449290.jpg
5127,0373169884,5128,2005,Bret Easton Ellis,Lunar Park,3.6,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5128,1551660539,5129,2007,Lisa Gardner,"Hide (Detective D.D. Warren, #2)",4.14,https://images.gr-assets.com/books/1327979037m/32523.jpg,https://images.gr-assets.com/books/1327979037s/32523.jpg
5129,0373076371,5130,2004,Habiburrahman El-Shirazy,Ayat-Ayat Cinta,3.81,https://images.gr-assets.com/books/1439347437m/969177.jpg,https://images.gr-assets.com/books/1439347437s/969177.jpg
5130,0373259646,5131,2016,Erin Watt,"Broken Prince (The Royals, #2)",4.11,https://images.gr-assets.com/books/1464248584m/29519514.jpg,https://images.gr-assets.com/books/1464248584s/29519514.jpg
5131,0553445014,5132,2012,"Paulo Coelho, Margaret Jull Costa",Manuscript Found in Accra,3.8,https://images.gr-assets.com/books/1362586181m/16054811.jpg,https://images.gr-assets.com/books/1362586181s/16054811.jpg
5132,037325668X,5133,2011,Lisa Scottoline,Save Me,3.63,https://images.gr-assets.com/books/1311983193m/9296438.jpg,https://images.gr-assets.com/books/1311983193s/9296438.jpg
5133,0373098006,5134,1987,Clive Barker,Weaveworld,4.13,https://images.gr-assets.com/books/1329374451m/52640.jpg,https://images.gr-assets.com/books/1329374451s/52640.jpg
5134,0373095244,5135,1991,Mary Higgins Clark,"Loves Music, Loves to Dance",3.89,https://images.gr-assets.com/books/1416640001m/170650.jpg,https://images.gr-assets.com/books/1416640001s/170650.jpg
5135,0373885210,5136,2005,D.J. MacHale,"The Rivers of Zadaa (Pendragon, #6)",4.19,https://images.gr-assets.com/books/1432151614m/215542.jpg,https://images.gr-assets.com/books/1432151614s/215542.jpg
5136,1565970519,5137,2011,Kristen Ashley,"Sweet Dreams (Colorado Mountain, #2)",4.42,https://images.gr-assets.com/books/1327912890m/11227040.jpg,https://images.gr-assets.com/books/1327912890s/11227040.jpg
5137,0373075286,5138,1967,Robert K. Massie,Nicholas and Alexandra,4.25,https://images.gr-assets.com/books/1333577599m/133486.jpg,https://images.gr-assets.com/books/1333577599s/133486.jpg
5138,0373223455,5139,2012,Janet Evanovich,"Wicked Business (Lizzy & Diesel, #2)",3.76,https://images.gr-assets.com/books/1328334213m/12275680.jpg,https://images.gr-assets.com/books/1328334213s/12275680.jpg
5139,0373031114,5140,2013,Chris Grabenstein,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1),4.13,https://images.gr-assets.com/books/1379335670m/16054808.jpg,https://images.gr-assets.com/books/1379335670s/16054808.jpg
5140,0373115458,5141,1982,Robert A. Heinlein,Friday,3.82,https://images.gr-assets.com/books/1315410828m/17208.jpg,https://images.gr-assets.com/books/1315410828s/17208.jpg
5141,0373164556,5142,2010,Francine Rivers,"Her Mother's Hope (Marta's Legacy, #1)",4.28,https://images.gr-assets.com/books/1406510447m/6926176.jpg,https://images.gr-assets.com/books/1406510447s/6926176.jpg
5142,0821756672,5143,1991,David Wiesner,Tuesday,4.17,https://images.gr-assets.com/books/1328870556m/97860.jpg,https://images.gr-assets.com/books/1328870556s/97860.jpg
5143,0373291019,5144,2002,Tom Clancy,"Red Rabbit (Jack Ryan Universe, #3)",3.64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5144,0373168713,5145,1987,Mercedes Lackey,"Arrows of the Queen (Heralds of Valdemar, #1)",4.16,https://images.gr-assets.com/books/1296358547m/13986.jpg,https://images.gr-assets.com/books/1296358547s/13986.jpg
5145,0373168829,5146,1968,Joan Didion,Slouching Towards Bethlehem,4.24,https://images.gr-assets.com/books/1327952074m/424.jpg,https://images.gr-assets.com/books/1327952074s/424.jpg
5146,0373169795,5147,1995,Raymond E. Feist,"Rise of a Merchant Prince (The Serpentwar Saga, #2)",4.02,https://images.gr-assets.com/books/1360282060m/43917.jpg,https://images.gr-assets.com/books/1360282060s/43917.jpg
5147,0373169477,5148,2011,Courtney Allison Moulton,"Angelfire (Angelfire, #1)",3.93,https://images.gr-assets.com/books/1294531919m/7285498.jpg,https://images.gr-assets.com/books/1294531919s/7285498.jpg
5148,0446364290,5149,2011,Stephen King,Mile 81,3.62,https://images.gr-assets.com/books/1407138212m/12070846.jpg,https://images.gr-assets.com/books/1407138212s/12070846.jpg
5149,0373482957,5150,2005,Paul Auster,The Brooklyn Follies,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5150,0446600342,5151,2004,"Holly Black, Tony DiTerlizzi","The Ironwood Tree (The Spiderwick Chronicles, #4)",3.92,https://images.gr-assets.com/books/1417954144m/277191.jpg,https://images.gr-assets.com/books/1417954144s/277191.jpg
5151,0445205512,5152,1930,Marjorie Kinnan Rawlings,The Yearling,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5152,1551666014,5153,2013,Katie McGarry,"Dare You To (Pushing the Limits, #2)",4.18,https://images.gr-assets.com/books/1354200468m/13561164.jpg,https://images.gr-assets.com/books/1354200468s/13561164.jpg
5153,0446356859,5154,2009,"Ozzy Osbourne, Chris Ayres",I Am Ozzy,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5154,0446603082,5155,2003,J. Maarten Troost,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5155,0446360511,5156,2011,Maria V. Snyder,"Touch of Power (Healer, #1)",4.17,https://images.gr-assets.com/books/1317629193m/10445208.jpg,https://images.gr-assets.com/books/1317629193s/10445208.jpg
5156,0446364312,5157,1989,Kaye Gibbons,A Virtuous Woman,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
